s,d,grn,exp
77,61,0,0.0
77,64,0,0.0
77,68,0,0.0
77,71,0,0.0
77,73,0,0.0
77,77,0,0.0
77,86,0,0.0
77,88,0,0.0
77,98,0,0.0
78,42,0,0.0
78,51,0,3.400486982605254e-38
78,52,0,0.0
78,54,0,0.0
78,55,0,0.0
78,70,0,0.0
78,71,0,0.0
78,73,0,0.0
78,78,0,0.0
78,79,0,0.0
78,82,0,0.0
78,83,0,0.0
78,86,0,0.0
78,91,0,0.0
79,18,0,0.0
79,21,0,0.0
79,31,0,0.0
79,34,0,0.0
79,42,0,0.0
79,43,0,0.0
79,47,0,0.0
79,51,0,0.0
79,52,0,0.0
79,54,0,0.0
79,55,0,0.0
79,60,0,0.0
79,61,0,0.0
79,64,0,0.0
79,71,0,0.0
79,72,0,0.0
79,73,0,0.0
79,78,0,0.0
79,79,0,0.0
79,81,0,0.0
79,83,0,0.0
79,85,0,0.0
79,86,0,0.0
79,88,0,0.0
79,90,0,0.0
79,98,0,0.0
80,25,0,0.0
80,30,0,0.0
80,47,0,0.0
80,64,0,0.0
80,69,0,0.0
80,80,0,0.0
80,85,0,0.0
80,88,0,0.0
80,89,0,0.0
80,94,0,0.0
81,8,0,1.6793442042675592e-35
81,14,1,0.0
81,18,0,3.8360425733951075e-36
81,21,0,2.504649575731679e-36
81,31,0,3.829930490646905e-36
81,42,0,6.167198395193625e-37
81,43,0,5.286019545560619e-38
81,54,0,0.0
81,55,0,0.0
81,64,0,0.0
81,69,0,0.0
81,79,0,0.0
81,81,0,3.534763672614577e-36
81,85,0,0.0
82,42,0,0.0
82,65,0,0.0
82,78,0,0.0
82,82,0,0.0
82,83,0,0.0
82,86,0,0.0
83,34,0,0.0
83,42,0,0.0
83,51,0,0.0
83,52,0,0.0
83,54,0,0.0
83,55,0,0.0
83,57,0,0.0
83,60,0,0.0
83,63,0,0.0
83,70,0,0.0
83,71,0,0.0
83,73,0,0.0
83,78,0,0.0
83,79,0,0.0
83,82,0,0.0
83,83,0,0.0
83,86,0,0.0
83,90,0,0.0
83,91,0,0.0
84,61,1,0.0
84,63,1,0.0
84,64,1,0.0
84,70,1,0.0
84,71,1,0.0
84,75,1,0.0
84,77,1,0.0
84,83,1,0.0
84,88,1,0.0
84,97,1,0.0
84,99,1,0.0
85,2,0,0.0
85,8,0,0.0
85,14,0,0.0
85,18,0,0.0
85,21,0,0.0
85,23,0,0.0
85,28,0,0.0
85,31,0,0.0
85,42,0,0.0
85,43,0,0.0
85,49,0,0.0
85,50,0,0.0
85,52,0,0.0
85,55,0,0.0
85,60,0,0.0
85,61,0,0.0
85,64,0,0.0
85,71,0,0.0
85,72,0,0.0
85,79,0,0.0
85,80,0,0.0
85,81,0,0.0
85,85,0,0.0
85,88,0,0.0
85,89,0,0.0
85,94,0,0.0
85,97,0,0.0
86,14,1,0.0
86,16,0,0.0
86,42,0,0.0
86,43,0,0.0
86,45,0,0.0
86,47,0,0.0
86,52,0,0.0
86,54,0,0.0
86,55,0,0.0
86,60,0,0.0
86,61,0,0.0
86,63,0,0.0
86,64,0,0.0
86,71,0,0.0
86,73,0,0.0
86,77,0,0.0
86,78,0,0.0
86,79,0,0.0
86,82,0,0.0
86,83,0,0.0
86,86,0,0.0
86,88,0,0.0
86,92,0,0.0
86,98,0,0.0
87,16,0,0.0
87,24,0,4.92777735549576e-35
87,29,0,1.1473883543625235e-32
87,87,0,1.7946839816530678e-27
88,2,0,0.0
88,21,0,0.0
88,23,0,0.0
88,28,0,0.0
88,31,0,0.0
88,43,0,0.0
88,47,0,0.0
88,49,0,0.0
88,50,0,0.0
88,51,0,0.0
88,52,0,0.0
88,53,0,0.0
88,54,0,0.0
88,55,0,0.0
88,60,0,0.0
88,61,0,0.0
88,64,0,0.0
88,68,0,0.0
88,71,0,0.0
88,72,0,0.0
88,73,0,0.0
88,77,0,0.0
88,79,0,0.0
88,80,0,0.0
88,85,0,0.0
88,86,0,0.0
88,88,0,0.0
88,89,0,0.0
88,94,0,0.0
88,97,0,0.0
88,98,0,0.0
89,2,0,8.195861208801346e-39
89,23,0,8.195861208801346e-39
89,28,0,8.195861208801346e-39
89,43,0,0.0
89,47,0,0.0
89,49,0,8.195861208801346e-39
89,50,0,8.195861208801346e-39
89,53,0,0.0
89,55,0,0.0
89,60,0,0.0
89,61,0,0.0
89,63,0,0.0
89,64,0,0.0
89,68,0,0.0
89,71,0,0.0
89,72,0,0.0
89,75,0,0.0
89,80,0,0.0
89,85,0,0.0
89,88,0,0.0
89,89,0,0.0
89,94,0,0.0
89,97,0,0.0
90,79,0,0.0
90,83,0,0.0
90,90,0,1.5483613425741094e-33
91,1,1,0.0
91,2,0,0.0
91,23,0,0.0
91,28,0,0.0
91,34,0,1.4785070669823394e-38
91,47,0,0.0
91,49,0,0.0
91,50,0,0.0
91,52,0,0.0
91,55,0,0.0
91,60,0,0.0
91,61,0,0.0
91,68,0,0.0
91,70,0,0.0
91,71,0,0.0
91,72,0,0.0
91,78,0,0.0
91,83,0,0.0
91,91,0,0.0
91,94,0,0.0
